date,year,country,activity,sex,age,fatal,datetime_column,string_column,month,season
14-Feb-2018,2018,Australia,swimming,F,15,no,2018-02-14 00:00:00,14-Feb-2018,2,Winter
01-Feb-2018,2018,Australia,fishing,M,14,no,2018-02-01 00:00:00,01-Feb-2018,2,Winter
21-Jan-2018,2018,New Caledonia,fishing,M,40,no,2018-01-21 00:00:00,21-Jan-2018,1,Winter
17 Jan-2018,2018,French Polynesia,surfing,M,45,no,2018-01-17 00:00:00,17 Jan-2018,1,Winter
14-Jan-2018,2018,Australia,diving,M,15,no,2018-01-14 00:00:00,14-Jan-2018,1,Winter
13-Jan-2018,2018,Australia,diving,M,28,no,2018-01-13 00:00:00,13-Jan-2018,1,Winter
12-Jan-2018,2018,Brazil,surfing,M,20,no,2018-01-12 00:00:00,12-Jan-2018,1,Winter
05-Jan-2018,2018,Australia,surfing,M,15,no,2018-01-05 00:00:00,05-Jan-2018,1,Winter
31-Dec-2017,2017,USA,surfing,F,54,no,2017-12-31 00:00:00,31-Dec-2017,12,Winter
30-Dec-2017,2017,USA,surfing,F,35,no,2017-12-30 00:00:00,30-Dec-2017,12,Winter
09-Dec-2017,2017,Bahamas,snorkeling,F,25,no,2017-12-09 00:00:00,09-Dec-2017,12,Winter
24-Nov-2017,2017,USA,fishing,M,25,no,2017-11-24 00:00:00,24-Nov-2017,11,Autumn
18-Nov-2017,2017,USA,surfing,F,14,no,2017-11-18 00:00:00,18-Nov-2017,11,Autumn
13-Nov-2017,2017,Australia,surfing,M,25,no,2017-11-13 00:00:00,13-Nov-2017,11,Autumn
02-Nov-2017,2017,USA,surfing,M,20,no,2017-11-02 00:00:00,02-Nov-2017,11,Autumn
Reported 31-Oct-2017,2017,Australia,snorkeling,M,7,no,2017-10-31 00:00:00,Reported 31-Oct-2017,10,Autumn
28-Oct-2017,2017,Australia,surfing,M,31,no,2017-10-28 00:00:00,28-Oct-2017,10,Autumn
23-Oct-2017,2017,USA,surfing,M,17,no,2017-10-23 00:00:00,23-Oct-2017,10,Autumn
23-Oct-2017,2017,USA,swimming,F,60,no,2017-10-23 00:00:00,23-Oct-2017,10,Autumn
22-Oct-2017,2017,Australia,fishing,F,15,no,2017-10-22 00:00:00,22-Oct-2017,10,Autumn
21-Oct-2017,2017,New Zealand,kayaking,M,15,no,2017-10-21 00:00:00,21-Oct-2017,10,Autumn
18-Oct-2017,2017,USA,swimming,M,15,no,2017-10-18 00:00:00,18-Oct-2017,10,Autumn
09-Oct-2017,2017,USA,surfing,M,54,no,2017-10-09 00:00:00,09-Oct-2017,10,Autumn
05-Oct-2017,2017,USA,snorkeling,F,40,no,2017-10-05 00:00:00,05-Oct-2017,10,Autumn
01-Oct-2017,2017,South Africa,diving,M,31,unknown,2017-10-01 00:00:00,01-Oct-2017,10,Autumn
25-Sep-2017,2017,USA,surfing,M,15,no,2017-09-25 00:00:00,25-Sep-2017,9,Autumn
25-Sep-2017,2017,Australia,surfing,M,15,no,2017-09-25 00:00:00,25-Sep-2017,9,Autumn
24-Sep-2017,2017,USA,surfing,M,33,unknown,2017-09-24 00:00:00,24-Sep-2017,9,Autumn
24-Sep-2017,2017,USA,surfing,M,15,no,2017-09-24 00:00:00,24-Sep-2017,9,Autumn
20-Sep-2017,2017,USA,surfing,M,15,no,2017-09-20 00:00:00,20-Sep-2017,9,Autumn
16-Sep-2017,2017,USA,surfing,M,28,no,2017-09-16 00:00:00,16-Sep-2017,9,Autumn
15-Sep-2017,2017,South Africa,diving,M,25,unknown,2017-09-15 00:00:00,15-Sep-2017,9,Autumn
Sep-2017,2017,Australia,fishing,M,15,no,2017-09-01 00:00:00,Sep-2017,9,Autumn
13-Sep-2017,2017,USA,surfing,M,18,no,2017-09-13 00:00:00,13-Sep-2017,9,Autumn
10-Sep-2017,2017,Australia,swimming,M,15,no,2017-09-10 00:00:00,10-Sep-2017,9,Autumn
10-Sep-2017,2017,Australia,surfing,M,35,no,2017-09-10 00:00:00,10-Sep-2017,9,Autumn
03-Sep-2017,2017,South Africa,swimming,M,15,yes,2017-09-03 00:00:00,03-Sep-2017,9,Autumn
02-Sep-2017,2017,USA,swimming,M,15,no,2017-09-02 00:00:00,02-Sep-2017,9,Autumn
02-Sep-2017,2017,USA,swimming,F,15,no,2017-09-02 00:00:00,02-Sep-2017,9,Autumn
02-Sep-2017,2017,USA,surfing,M,17,no,2017-09-02 00:00:00,02-Sep-2017,9,Autumn
29-Aug-2017,2017,Australia,surfing,M,37,no,2017-08-29 00:00:00,29-Aug-2017,8,Summer
27-Aug-2017,2017,USA,wading,F,3,no,2017-08-27 00:00:00,27-Aug-2017,8,Summer
18-Aug-2017,2017,Bahamas,fishing,M,15,no,2017-08-18 00:00:00,18-Aug-2017,8,Summer
10-Aug-2017,2017,USA,swimming,M,13,no,2017-08-10 00:00:00,10-Aug-2017,8,Summer
05-Aug-2017,2017,Egypt,snorkeling,F,20,no,2017-08-05 00:00:00,05-Aug-2017,8,Summer
03-Aug-2017,2017,USA,fishing,M,34,no,2017-08-03 00:00:00,03-Aug-2017,8,Summer
01-Aug-2017,2017,USA,fishing,M,15,no,2017-08-01 00:00:00,01-Aug-2017,8,Summer
29-Jul-2017,2017,USA,swimming,M,10,unknown,2017-07-29 00:00:00,29-Jul-2017,7,Summer
27-Jul-2017,2017,Bahamas,snorkeling,F,15,no,2017-07-27 00:00:00,27-Jul-2017,7,Summer
Reported 26-Jul-2017,2017,Bahamas,fishing,M,15,no,2017-07-26 00:00:00,Reported 26-Jul-2017,7,Summer
20-Jul-2017,2017,USA,swimming,F,8,unknown,2017-07-20 00:00:00,20-Jul-2017,7,Summer
20-Jul-2017,2017,USA,kayaking,M,40,no,2017-07-20 00:00:00,20-Jul-2017,7,Summer
14-Jul-2017,2017,USA,surfing,M,15,no,2017-07-14 00:00:00,14-Jul-2017,7,Summer
14-Jul-2017,2017,Australia,surfing,M,15,no,2017-07-14 00:00:00,14-Jul-2017,7,Summer
11-Jul-2017,2017,USA,kayaking,M,15,no,2017-07-11 00:00:00,11-Jul-2017,7,Summer
09-Jul-2017,2017,USA,swimming,M,46,no,2017-07-09 00:00:00,09-Jul-2017,7,Summer
Reported 07-Jul-2017,2017,Mexico,fishing,M,32,no,2017-07-07 00:00:00,Reported 07-Jul-2017,7,Summer
07-Jul-2017,2017,South Africa,surfing,F,13,no,2017-07-07 00:00:00,07-Jul-2017,7,Summer
29-Jun-2017,2017,USA,fishing,M,15,unknown,2017-06-29 00:00:00,29-Jun-2017,6,Summer
21-Jun-2017,2017,USA,swimming,F,16,no,2017-06-21 00:00:00,21-Jun-2017,6,Summer
19-Jun-2017,2017,USA,surfing,M,15,no,2017-06-19 00:00:00,19-Jun-2017,6,Summer
18-Jun-2017,2017,USA,swimming,F,14,no,2017-06-18 00:00:00,18-Jun-2017,6,Summer
2017.06.05,2017,French Polynesia,surfing,M,15,no,2017-06-05 00:00:00,2017.06.05,6,Summer
11-Jun-2017,2017,Australia,body boarding,M,48,no,2017-06-11 00:00:00,11-Jun-2017,6,Summer
10-Jun-2017,2017,Australia,surfing,F,15,no,2017-06-10 00:00:00,10-Jun-2017,6,Summer
10-Jun-2017,2017,USA,surfing,M,19,no,2017-06-10 00:00:00,10-Jun-2017,6,Summer
04-Jun-2017,2017,USA,fishing,M,15,no,2017-06-04 00:00:00,04-Jun-2017,6,Summer
02-Jun-2017,2017,Bahamas,snorkeling,F,32,no,2017-06-02 00:00:00,02-Jun-2017,6,Summer
27-May-2017,2017,Australia,fishing,M,73,no,2017-05-27 00:00:00,27-May-2017,5,Spring
05-May-2017,2017,Mexico,snorkeling,M,33,yes,2017-05-05 00:00:00,05-May-2017,5,Spring
03-May-2017,2017,USA,surfing,F,18,unknown,2017-05-03 00:00:00,03-May-2017,5,Spring
29-Apr-2017,2017,USA,swimming,F,15,no,2017-04-29 00:00:00,29-Apr-2017,4,Spring
29-Apr-2017,2017,South Africa,surfing,M,14,no,2017-04-29 00:00:00,29-Apr-2017,4,Spring
29-Apr-2017,2017,USA,surfing,F,33,no,2017-04-29 00:00:00,29-Apr-2017,4,Spring
27-Apr-2017,2017,New Zealand,body boarding,F,20,no,2017-04-27 00:00:00,27-Apr-2017,4,Spring
20-Apr-2017,2017,USA,swimming,M,15,unknown,2017-04-20 00:00:00,20-Apr-2017,4,Spring
17-Apr-2017,2017,Australia,surfing,F,17,yes,2017-04-17 00:00:00,17-Apr-2017,4,Spring
14-Apr-2017,2017,USA,surfing,M,28,no,2017-04-14 00:00:00,14-Apr-2017,4,Spring
13-Apr-2017,2017,USA,surfing,M,17,no,2017-04-13 00:00:00,13-Apr-2017,4,Spring
12-Apr-2017,2017,USA,surfing,F,15,no,2017-04-12 00:00:00,12-Apr-2017,4,Spring
12-Apr-2017,2017,South Africa,diving,M,68,unknown,2017-04-12 00:00:00,12-Apr-2017,4,Spring
11-Apr-2017,2017,USA,surfing,F,35,no,2017-04-11 00:00:00,11-Apr-2017,4,Spring
10-Apr-2017,2017,USA,swimming,F,21,no,2017-04-10 00:00:00,10-Apr-2017,4,Spring
06-Apr-2017,2017,USA,swimming,M,16,no,2017-04-06 00:00:00,06-Apr-2017,4,Spring
05-Apr-2017,2017,USA,swimming,F,51,no,2017-04-05 00:00:00,05-Apr-2017,4,Spring
02-Apr-2017,2017,USA,swimming,F,17,no,2017-04-02 00:00:00,02-Apr-2017,4,Spring
27-Mar-2017,2017,USA,surfing,M,58,no,2017-03-27 00:00:00,27-Mar-2017,3,Spring
19-Mar-2017,2017,Australia,body boarding,M,30,no,2017-03-19 00:00:00,19-Mar-2017,3,Spring
18-Mar-2017,2017,USA,kayaking,M,15,no,2017-03-18 00:00:00,18-Mar-2017,3,Spring
07-Mar-2017,2017,Mexico,fishing,M,15,no,2017-03-07 00:00:00,07-Mar-2017,3,Spring
25-Feb-2017,2017,Australia,snorkeling,F,15,no,2017-02-25 00:00:00,25-Feb-2017,2,Winter
24-Feb-2017,2017,Australia,surfing,M,15,no,2017-02-24 00:00:00,24-Feb-2017,2,Winter
17-Feb-2017,2017,Australia,fishing,M,26,no,2017-02-17 00:00:00,17-Feb-2017,2,Winter
11-Feb-2017,2017,USA,swimming,M,22,no,2017-02-11 00:00:00,11-Feb-2017,2,Winter
06-Feb-2017,2017,South Africa,fishing,M,15,no,2017-02-06 00:00:00,06-Feb-2017,2,Winter
01-Feb-2017,2017,USA,fishing,F,15,no,2017-02-01 00:00:00,01-Feb-2017,2,Winter
01-Feb-2017,2017,Bahamas,diving,M,37,no,2017-02-01 00:00:00,01-Feb-2017,2,Winter
24-Jan-2017,2017,Brazil,swimming,M,21,no,2017-01-24 00:00:00,24-Jan-2017,1,Winter
21-Jan-2017,2017,Australia,diving,M,55,no,2017-01-21 00:00:00,21-Jan-2017,1,Winter
13-Jan-2017,2017,Australia,swimming,M,57,no,2017-01-13 00:00:00,13-Jan-2017,1,Winter
05-Jan-2017,2017,USA,wading,M,47,no,2017-01-05 00:00:00,05-Jan-2017,1,Winter
03-Jan-2017,2017,Australia,wading,M,20,unknown,2017-01-03 00:00:00,03-Jan-2017,1,Winter
27-Dec-2016,2016,USA,surfing,M,16,no,2016-12-27 00:00:00,27-Dec-2016,12,Winter
24-Dec-2016,2016,Australia,snorkeling,F,15,no,2016-12-24 00:00:00,24-Dec-2016,12,Winter
14-Dec-2016,2016,Australia,diving,M,61,no,2016-12-14 00:00:00,14-Dec-2016,12,Winter
11-Dec-2016,2016,French Polynesia,fishing,M,40,no,2016-12-11 00:00:00,11-Dec-2016,12,Winter
11-Dec-2016,2016,USA,surfing,M,19,unknown,2016-12-11 00:00:00,11-Dec-2016,12,Winter
06-Dec-2016,2016,Australia,fishing,M,20,no,2016-12-06 00:00:00,06-Dec-2016,12,Winter
01-Dec-2016,2016,Australia,surfing,M,65,no,2016-12-01 00:00:00,01-Dec-2016,12,Winter
28-Nov-2016,2016,Australia,fishing,M,73,no,2016-11-28 00:00:00,28-Nov-2016,11,Autumn
30-Oct-2016,2016,USA,surfing,M,41,no,2016-10-30 00:00:00,30-Oct-2016,10,Autumn
29-Oct-2016,2016,USA,surfing,M,42,no,2016-10-29 00:00:00,29-Oct-2016,10,Autumn
24-Oct-2016,2016,Australia,surfing,M,36,no,2016-10-24 00:00:00,24-Oct-2016,10,Autumn
21-Oct-2016,2016,USA,surfing,M,36,no,2016-10-21 00:00:00,21-Oct-2016,10,Autumn
15-Oct-2016,2016,Australia,surfing,M,15,no,2016-10-15 00:00:00,15-Oct-2016,10,Autumn
14-Oct-2016,2016,USA,snorkeling,F,66,no,2016-10-14 00:00:00,14-Oct-2016,10,Autumn
13-Oct-2016,2016,Mexico,diving,M,15,unknown,2016-10-13 00:00:00,13-Oct-2016,10,Autumn
12-Oct-2016,2016,Australia,surfing,M,25,no,2016-10-12 00:00:00,12-Oct-2016,10,Autumn
10-Oct-2016,2016,USA,surfing,M,29,no,2016-10-10 00:00:00,10-Oct-2016,10,Autumn
02-Oct-2016,2016,USA,surfing,M,21,no,2016-10-02 00:00:00,02-Oct-2016,10,Autumn
26-Sep-2016,2016,Australia,surfing,M,17,no,2016-09-26 00:00:00,26-Sep-2016,9,Autumn
18-Sep-2016,2016,USA,surfing,M,16,no,2016-09-18 00:00:00,18-Sep-2016,9,Autumn
18-Sep-2016,2016,USA,surfing,M,36,no,2016-09-18 00:00:00,18-Sep-2016,9,Autumn
18-Sep-2016,2016,USA,surfing,M,43,no,2016-09-18 00:00:00,18-Sep-2016,9,Autumn
17-Sep-2016,2016,USA,surfing,M,43,no,2016-09-17 00:00:00,17-Sep-2016,9,Autumn
17-Sep-2016,2016,Australia,surfing,M,15,no,2016-09-17 00:00:00,17-Sep-2016,9,Autumn
16-Sep-2016,2016,Australia,surfing,M,15,no,2016-09-16 00:00:00,16-Sep-2016,9,Autumn
15-Sep-2016,2016,Australia,fishing,F,15,no,2016-09-15 00:00:00,15-Sep-2016,9,Autumn
11-Sep-2016,2016,USA,wading,M,60,no,2016-09-11 00:00:00,11-Sep-2016,9,Autumn
07-Sep-2016,2016,USA,swimming,F,51,no,2016-09-07 00:00:00,07-Sep-2016,9,Autumn
06-Sep-2016,2016,New Caledonia,surfing,M,50,yes,2016-09-06 00:00:00,06-Sep-2016,9,Autumn
05-Sep-2016,2016,USA,boogie boarding,F,12,no,2016-09-05 00:00:00,05-Sep-2016,9,Autumn
05-Sep-2016,2016,Australia,surfing,M,15,no,2016-09-05 00:00:00,05-Sep-2016,9,Autumn
04-Sep-2016,2016,USA,body boarding,M,9,no,2016-09-04 00:00:00,04-Sep-2016,9,Autumn
01-Sep-2016,2016,USA,fishing,M,22,no,2016-09-01 00:00:00,01-Sep-2016,9,Autumn
Sep-2016,2016,Mexico,diving,M,15,unknown,2016-09-01 00:00:00,Sep-2016,9,Autumn
29-Aug-2016,2016,USA,surfing,M,25,no,2016-08-29 00:00:00,29-Aug-2016,8,Summer
29-Aug-2016,2016,USA,surfing,M,37,no,2016-08-29 00:00:00,29-Aug-2016,8,Summer
25-Aug-2016,2016,USA,wading,M,49,no,2016-08-25 00:00:00,25-Aug-2016,8,Summer
07-Aug-2016,2016,Bahamas,snorkeling,M,15,no,2016-08-07 00:00:00,07-Aug-2016,8,Summer
04-Aug-2016,2016,USA,surfing,M,22,no,2016-08-04 00:00:00,04-Aug-2016,8,Summer
26-Jul-2016,2016,Australia,surfing,M,18,no,2016-07-26 00:00:00,26-Jul-2016,7,Summer
23-Jul-2016,2016,Australia,surfing,M,36,no,2016-07-23 00:00:00,23-Jul-2016,7,Summer
23-Jul-2016,2016,Bahamas,fishing,M,15,no,2016-07-23 00:00:00,23-Jul-2016,7,Summer
20-Jul-2016,2016,Australia,fishing,M,31,no,2016-07-20 00:00:00,20-Jul-2016,7,Summer
17-Jul-2016,2016,USA,fishing,M,15,no,2016-07-17 00:00:00,17-Jul-2016,7,Summer
16-Jul-2016,2016,USA,surfing,F,9,no,2016-07-16 00:00:00,16-Jul-2016,7,Summer
15-Jul-2016,2016,USA,surfing,M,61,no,2016-07-15 00:00:00,15-Jul-2016,7,Summer
15-Jul-2016,2016,USA,swimming,M,15,no,2016-07-15 00:00:00,15-Jul-2016,7,Summer
Reported  14-Jul-2016,2016,Bahamas,diving,M,15,no,2016-07-14 00:00:00,Reported  14-Jul-2016,7,Summer
08-Jul-2016,2016,USA,fishing,M,15,no,2016-07-08 00:00:00,08-Jul-2016,7,Summer
07-Jul-2016,2016,USA,fishing,M,59,no,2016-07-07 00:00:00,07-Jul-2016,7,Summer
07-Jul-2016,2016,USA,fishing,M,15,no,2016-07-07 00:00:00,07-Jul-2016,7,Summer
06-Jul-2016,2016,USA,swimming,F,42,no,2016-07-06 00:00:00,06-Jul-2016,7,Summer
04-Jul-2016,2016,Australia,fishing,M,34,no,2016-07-04 00:00:00,04-Jul-2016,7,Summer
25-Jun-2016,2016,USA,surfing,M,11,no,2016-06-25 00:00:00,25-Jun-2016,6,Summer
23-Jun-2016,2016,South Africa,fishing,M,43,no,2016-06-23 00:00:00,23-Jun-2016,6,Summer
21-Jun-2016,2016,USA,wading,M,15,no,2016-06-21 00:00:00,21-Jun-2016,6,Summer
15-Jun-2016,2016,USA,surfing,M,15,no,2016-06-15 00:00:00,15-Jun-2016,6,Summer
15-Jun-2016,2016,Australia,fishing,M,19,no,2016-06-15 00:00:00,15-Jun-2016,6,Summer
11-Jun-2016,2016,USA,standing,M,19,no,2016-06-11 00:00:00,11-Jun-2016,6,Summer
07-Jun-2016,2016,USA,surfing,M,27,unknown,2016-06-07 00:00:00,07-Jun-2016,6,Summer
05-Jun-2016,2016,USA,swimming,M,64,no,2016-06-05 00:00:00,05-Jun-2016,6,Summer
05-Jun-2016,2016,Australia,diving,F,60,yes,2016-06-05 00:00:00,05-Jun-2016,6,Summer
04-Jun-2016,2016,Egypt,swimming,M,23,no,2016-06-04 00:00:00,04-Jun-2016,6,Summer
02-Jun-2016,2016,Australia,fishing,M,15,unknown,2016-06-02 00:00:00,02-Jun-2016,6,Summer
02-Jun-2016,2016,New Caledonia,surfing,M,15,no,2016-06-02 00:00:00,02-Jun-2016,6,Summer
31-May-2016,2016,Australia,surfing,M,29,yes,2016-05-31 00:00:00,31-May-2016,5,Spring
29-May-2016,2016,USA,swimming,F,52,no,2016-05-29 00:00:00,29-May-2016,5,Spring
29-May-2016,2016,USA,swimming,M,13,no,2016-05-29 00:00:00,29-May-2016,5,Spring
22-May-2016,2016,USA,swimming,F,57,no,2016-05-22 00:00:00,22-May-2016,5,Spring
21-May-2016,2016,USA,swimming,F,22,no,2016-05-21 00:00:00,21-May-2016,5,Spring
21-May-2016,2016,USA,swimming,F,11,no,2016-05-21 00:00:00,21-May-2016,5,Spring
18-May-2016,2016,USA,swimming,M,48,no,2016-05-18 00:00:00,18-May-2016,5,Spring
02-May-2016,2016,New Zealand,fishing,M,39,no,2016-05-02 00:00:00,02-May-2016,5,Spring
May 2016,2016,USA,wading,F,33,no,2016-05-01 00:00:00,May 2016,5,Spring
23-Apr-2016,2016,USA,surfing,M,15,no,2016-04-23 00:00:00,23-Apr-2016,4,Spring
19-Apr-2016,2016,Australia,swimming,M,12,no,2016-04-19 00:00:00,19-Apr-2016,4,Spring
18-Apr-2016,2016,French Polynesia,fishing,M,22,unknown,2016-04-18 00:00:00,18-Apr-2016,4,Spring
18-Apr-2016,2016,French Polynesia,fishing,M,26,no,2016-04-18 00:00:00,18-Apr-2016,4,Spring
13-Apr-2016,2016,USA,fishing,M,26,no,2016-04-13 00:00:00,13-Apr-2016,4,Spring
07-Apr-2016,2016,USA,fishing,M,34,no,2016-04-07 00:00:00,07-Apr-2016,4,Spring
31-Mar-2016,2016,USA,snorkeling,F,46,no,2016-03-31 00:00:00,31-Mar-2016,3,Spring
30-Mar-2016,2016,Australia,surfing,M,22,no,2016-03-30 00:00:00,30-Mar-2016,3,Spring
28-Mar-2016,2016,Australia,surfing,M,41,no,2016-03-28 00:00:00,28-Mar-2016,3,Spring
13-Mar-2016,2016,USA,surfing,M,15,unknown,2016-03-13 00:00:00,13-Mar-2016,3,Spring
11-Mar-2016,2016,USA,surfing,M,19,no,2016-03-11 00:00:00,11-Mar-2016,3,Spring
Reported 03-Mar-2016,2016,Australia,fishing,M,15,no,2016-03-03 00:00:00,Reported 03-Mar-2016,3,Spring
02-Mar-2016,2016,Brazil,swimming,M,41,no,2016-03-02 00:00:00,02-Mar-2016,3,Spring
22-Feb-2016,2016,New Caledonia,surfing,M,21,no,2016-02-22 00:00:00,22-Feb-2016,2,Winter
 19-Feb-2016,2016,New Caledonia,fishing,M,31,no,2016-02-19 00:00:00, 19-Feb-2016,2,Winter
10-Feb-2016,2016,Australia,surfing,M,15,unknown,2016-02-10 00:00:00,10-Feb-2016,2,Winter
04-Feb-2016,2016,Australia,surfing,M,40,no,2016-02-04 00:00:00,04-Feb-2016,2,Winter
02-Feb-2016,2016,Brazil,swimming,M,41,no,2016-02-02 00:00:00,02-Feb-2016,2,Winter
29-Jan-2016,2016,South Africa,fishing,M,15,no,2016-01-29 00:00:00,29-Jan-2016,1,Winter
28-Jan-2016,2016,USA,surfing,M,15,no,2016-01-28 00:00:00,28-Jan-2016,1,Winter
25-Jan-2016,2016,USA,surfing,F,15,no,2016-01-25 00:00:00,25-Jan-2016,1,Winter
24-Jan-2016,2016,USA,fishing,M,15,no,2016-01-24 00:00:00,24-Jan-2016,1,Winter
Reported 11-Jan-2016,2016,Australia,surfing,M,15,no,2016-01-11 00:00:00,Reported 11-Jan-2016,1,Winter
05-Jan-2016,2016,Australia,wading,M,11,no,2016-01-05 00:00:00,05-Jan-2016,1,Winter
02-Jan-2016,2016,Australia,fishing,M,31,no,2016-01-02 00:00:00,02-Jan-2016,1,Winter
26-Dec-2015,2015,South Africa,fishing,M,15,no,2015-12-26 00:00:00,26-Dec-2015,12,Winter
21-Dec-2015,2015,Australia,surfing,M,43,no,2015-12-21 00:00:00,21-Dec-2015,12,Winter
21-Dec-2015,2015,Brazil,diving,M,32,no,2015-12-21 00:00:00,21-Dec-2015,12,Winter
13-Dec-2015,2015,Australia,fishing,M,15,no,2015-12-13 00:00:00,13-Dec-2015,12,Winter
11-Dec-2015,2015,Bahamas,fishing,M,26,no,2015-12-11 00:00:00,11-Dec-2015,12,Winter
08-Dec-2015,2015,South Africa,swimming,F,22,no,2015-12-08 00:00:00,08-Dec-2015,12,Winter
16-Nov-2015,2015,USA,surfing,M,15,no,2015-11-16 00:00:00,16-Nov-2015,11,Autumn
15-Nov-2015,2015,USA,swimming,F,15,no,2015-11-15 00:00:00,15-Nov-2015,11,Autumn
15-Nov-2015,2015,USA,surfing,M,28,no,2015-11-15 00:00:00,15-Nov-2015,11,Autumn
10-Nov-2015,2015,Australia,surfing,M,20,no,2015-11-10 00:00:00,10-Nov-2015,11,Autumn
07-Nov-2015,2015,USA,surfing,F,9,unknown,2015-11-07 00:00:00,07-Nov-2015,11,Autumn
03-Nov-2015,2015,USA,swimming,M,54,no,2015-11-03 00:00:00,03-Nov-2015,11,Autumn
01-Nov-2015,2015,USA,wading,F,28,no,2015-11-01 00:00:00,01-Nov-2015,11,Autumn
30-Oct-2015,2015,Australia,fishing,M,50,no,2015-10-30 00:00:00,30-Oct-2015,10,Autumn
28-Oct-2015,2015,USA,body boarding,M,10,no,2015-10-28 00:00:00,28-Oct-2015,10,Autumn
25-Oct-2015,2015,South Africa,surfing,M,42,no,2015-10-25 00:00:00,25-Oct-2015,10,Autumn
21-Oct-2015,2015,USA,surfing,M,21,no,2015-10-21 00:00:00,21-Oct-2015,10,Autumn
19-Oct-2015,2015,USA,surfing,M,21,no,2015-10-19 00:00:00,19-Oct-2015,10,Autumn
17-Oct-2015,2015,USA,surfing,M,32,unknown,2015-10-17 00:00:00,17-Oct-2015,10,Autumn
17-Oct-2015,2015,USA,swimming,M,44,no,2015-10-17 00:00:00,17-Oct-2015,10,Autumn
13-Oct-2015,2015,USA,fishing,M,15,no,2015-10-13 00:00:00,13-Oct-2015,10,Autumn
09-Oct-2015,2015,USA,boogie boarding,F,9,no,2015-10-09 00:00:00,09-Oct-2015,10,Autumn
09-Oct-2015,2015,USA,surfing,M,25,no,2015-10-09 00:00:00,09-Oct-2015,10,Autumn
07-Oct-2015,2015,Australia,surfing,M,18,no,2015-10-07 00:00:00,07-Oct-2015,10,Autumn
05-Oct-2015,2015,USA,body boarding,M,22,no,2015-10-05 00:00:00,05-Oct-2015,10,Autumn
05-Oct-2015,2015,USA,wading,M,13,no,2015-10-05 00:00:00,05-Oct-2015,10,Autumn
04-Oct-2015,2015,USA,surfing,M,14,no,2015-10-04 00:00:00,04-Oct-2015,10,Autumn
29-Sep-2015,2015,USA,surfing,M,22,no,2015-09-29 00:00:00,29-Sep-2015,9,Autumn
26-Sep-2015,2015,Australia,snorkeling,F,7,no,2015-09-26 00:00:00,26-Sep-2015,9,Autumn
24-Sep-2015,2015,USA,fishing,M,15,no,2015-09-24 00:00:00,24-Sep-2015,9,Autumn
20-Sep-2015,2015,USA,surfing,M,14,no,2015-09-20 00:00:00,20-Sep-2015,9,Autumn
20-Sep-2015,2015,USA,fishing,M,27,no,2015-09-20 00:00:00,20-Sep-2015,9,Autumn
20-Sep-2015,2015,USA,wading,M,12,no,2015-09-20 00:00:00,20-Sep-2015,9,Autumn
19-Sep-2015,2015,USA,fishing,M,15,no,2015-09-19 00:00:00,19-Sep-2015,9,Autumn
18-Sep-2015,2015,USA,swimming,M,15,no,2015-09-18 00:00:00,18-Sep-2015,9,Autumn
17-Sep-2015,2015,USA,surfing,M,20,no,2015-09-17 00:00:00,17-Sep-2015,9,Autumn
08-Sep-2015,2015,Australia,surfing,M,42,no,2015-09-08 00:00:00,08-Sep-2015,9,Autumn
05-Sep-2015,2015,USA,fishing,M,29,no,2015-09-05 00:00:00,05-Sep-2015,9,Autumn
29-Aug-2015,2015,USA,surfing,F,54,no,2015-08-29 00:00:00,29-Aug-2015,8,Summer
29-Aug-2015,2015,USA,surfing,M,21,no,2015-08-29 00:00:00,29-Aug-2015,8,Summer
22-Aug-2015,2015,Australia,surfing,M,38,no,2015-08-22 00:00:00,22-Aug-2015,8,Summer
20-Aug-2015,2015,USA,surfing,M,15,no,2015-08-20 00:00:00,20-Aug-2015,8,Summer
18-Aug-2015,2015,USA,fishing,M,22,no,2015-08-18 00:00:00,18-Aug-2015,8,Summer
10-Aug-2015,2015,USA,fishing,M,57,no,2015-08-10 00:00:00,10-Aug-2015,8,Summer
31-Jul-2015,2015,Australia,surfing,M,52,no,2015-07-31 00:00:00,31-Jul-2015,7,Summer
27-Jul-2015,2015,Australia,surfing,M,40,unknown,2015-07-27 00:00:00,27-Jul-2015,7,Summer
26-Jul-2015,2015,USA,surfing,M,25,no,2015-07-26 00:00:00,26-Jul-2015,7,Summer
25-Jul-2015,2015,Australia,diving,M,46,yes,2015-07-25 00:00:00,25-Jul-2015,7,Summer
23-Jul-2015,2015,USA,fishing,M,31,no,2015-07-23 00:00:00,23-Jul-2015,7,Summer
23-Jul-2015,2015,Australia,surfing,M,40,no,2015-07-23 00:00:00,23-Jul-2015,7,Summer
19-Jul-2015,2015,South Africa,surfing,M,34,no,2015-07-19 00:00:00,19-Jul-2015,7,Summer
10-Jul-2015,2015,USA,surfing,M,38,no,2015-07-10 00:00:00,10-Jul-2015,7,Summer
06-Jul-2015,2015,French Polynesia,swimming,M,15,unknown,2015-07-06 00:00:00,06-Jul-2015,7,Summer
04-Jul-2015,2015,Bahamas,fishing,F,23,no,2015-07-04 00:00:00,04-Jul-2015,7,Summer
03-Jul-2015,2015,Australia,surfing,M,52,no,2015-07-03 00:00:00,03-Jul-2015,7,Summer
